,Headlines,Andrew,Bryan,Charlie,David,Elfie,Freddy,George,Henry,Islam,Jack,Kevin
273,Only bold state intervention will save us from a future owned by corporate giants,0,0,0,0,0,0,0,0,0,0,0
274,Lloyds chief António Horta-Osório to step down next year,0,0,0,0,0,0,0,0,0,0,0
275,Why the Covid-19 financial crisis will leave lasting scars on Gen Z,0,1,1,1,0,1,1,1,1,0,0
276,Consumer champions  Sky TV charged my mother a fortune and she can’t leave,1,0,1,1,1,0,0,0,1,1,0
277,From dusted-off bikes to electric dreams: UK green economy booms on back of Covid-19,1,1,0,0,0,0,0,1,0,1,0
278,Chancellor under pressure to boost financial support as job crisis looms,0,1,1,1,0,1,1,1,1,0,0
279,UK banks prepare code of conduct on defaulting of Covid-19 business loans,0,1,1,1,0,1,1,1,1,0,0
280,Scammers can create fake business ads on Google 'within hours',0,0,0,0,0,0,0,0,0,0,0
281,Thames Water former boss handed £2.8m since being sacked,1,1,0,0,0,0,0,1,0,1,0
282,Lifting of lockdown in England: how do you feel reopening has gone?,0,0,0,0,0,0,0,0,0,0,0
283,"Economics viewpoint  


  Fifteen years after the G8 summit, it's the UK that's in dire need of aid",0,0,0,0,0,0,0,0,0,0,0
284,Evening footfall on England's high streets soars as pubs reopen,0,0,0,0,0,0,0,0,0,0,0
285,'They've been missed': Cornwall welcomes first tourists of summer,0,0,0,0,0,0,0,0,0,0,0
286,"For small business owners, the pandemic proves it: millennials were right",0,0,0,0,0,0,0,0,0,0,0
287,"Honey, I shrunk the shopping: the rise of mini products as children's toys",0,0,0,0,0,0,0,0,0,0,0
288,Travel agents resort to hardline tactics to get out of a refund,0,0,0,0,0,0,0,0,0,0,0
289,Wouldn’t it be great for British town centres if people could just move into closed shops?,0,0,0,0,0,0,0,0,0,0,0
290,"Notebook  


  Have a heart, KitKat, don't break with Fairtrade",0,0,0,0,0,0,0,0,0,0,0
291,"Business leader  


  Big Tech may not be afraid of a boycott. But it might fear a regulator",1,0,1,1,1,1,0,0,1,1,0
292,"Hidden gems from the world of research  


  We might never get over the fear that the pandemic induced",0,0,0,0,0,0,0,0,0,0,0
293,Sunak considers £500 vouchers for all UK adults to spend in Covid-hit firms,0,0,0,0,0,0,0,0,0,0,0
294,Donald Trump rushed to reopen America – now Covid is closing in on him,0,0,0,0,0,0,0,0,0,0,0
295,The Observer view on the reopening of the economy,0,0,0,0,0,0,0,0,0,0,0
296,Letters: recovery plan must not endanger the Earth,0,0,0,0,0,0,0,0,0,0,0
297,I left my heart in the Luton airport branch of Bella Italia ...,0,0,0,0,0,0,0,0,0,0,0
298,Observer business agenda  Rolls-Royce faces a long haul back to high-flier status,0,0,0,0,0,0,0,0,0,0,0
299,"Huawei could be cut out of UK's 5G network this year, say reports",0,0,0,0,0,0,0,0,0,0,0
300,The Bank of England has many battles ahead. Inflation will not be one of them,0,1,1,1,0,1,1,1,1,0,0
301,"VAT, NICs … what will Rishi Sunak’s summer statement target?",0,0,0,0,0,0,0,0,0,0,0
302,"The Covid crisis made Rishi Sunak a star, but it could yet undo him",0,0,0,0,0,0,0,0,0,0,0
303,English pubs pour first pints for customers since lockdown began,0,0,0,0,0,0,0,0,0,0,0
304,Debt: 'The first step towards change is admitting you have a problem',0,0,0,0,0,0,0,0,0,0,0
305,Boohoo booms as Leicester garment factories are linked to lockdown,0,0,0,0,0,0,0,0,0,0,0
306,"England eases lockdown: how pubs, hairdressers and restaurants will work",0,0,0,0,0,0,0,0,0,0,0
307,Banking apps: what do they offer – and how is your cash protected?,0,1,1,1,0,1,1,1,1,0,0
308,UK manufacturers to export surplus medical ventilators,0,0,0,0,0,0,0,1,0,1,1
309,"Leicester residents could be fined up to £3,200 for breaching new lockdown laws",0,0,0,0,0,0,0,0,0,0,0
310,Queenstown: a tourist town with no tourists fights despair among stranded workers,0,0,0,0,0,0,0,0,0,0,0
311,"Struggling retailers paid less than a third of June rent, says malls owner",1,0,1,1,1,0,0,0,1,1,0
312,Mission impossible? How to shoot a blockbuster in the coronavirus era,0,0,0,0,0,0,0,0,0,0,0
313,"Amid the havoc wreaked by coronavirus, there is another danger we've forgotten",0,0,0,0,0,0,0,0,0,0,0
314,"Gin, cheese and coffee: Britons flock to subscription services in lockdown",0,0,0,0,0,0,0,0,0,0,0
315,‘A bit of trepidation’: Lake District prepares to reopen to visitors,0,0,0,0,0,0,0,0,0,0,0
316,"Business live  UK service sector slump levels off, as China growth surges - as it happened",0,0,0,0,0,0,0,0,0,0,0
317,UK waste firm Biffa loses appeal after exporting dirty waste to China,0,0,0,0,0,0,0,0,0,0,0
318,Poundstretcher could close half its stores under rescue deal,0,0,0,0,0,0,0,0,0,0,0
319,Socially distanced outdoor music venue to open in Newcastle in August,0,0,0,0,0,0,0,0,0,0,0
320,Tenby residents feel mixed emotions about tourists' return,0,0,0,0,0,0,0,0,0,0,0
321,China's stock market closes at highest level in five years,0,1,1,1,0,1,1,1,1,0,0
322,Some small businesses can't get past their own prejudice. Let them fold,0,0,0,0,0,0,0,0,0,0,0
323,UK car loans and pawnbroker payments freeze extended,0,0,0,0,0,0,0,0,0,0,0
324,Holidaymakers offered little or no coronavirus-related insurance,0,0,0,0,0,0,0,0,0,0,0
325,"Nils Pratley on finance  


  Why the secrecy around financial terms of Covid-19 loan to Celsa Steel UK?",0,1,1,1,0,1,1,1,1,0,0
326,Barclays: Qataris spoke to Gordon Brown to 'defuse 2008 bailout pressure',0,0,0,0,0,0,0,0,0,0,0
327,Unions say Coalition's 'demonising' of unemployed is groundwork for Covid-19 welfare cuts,0,0,0,0,0,0,0,0,0,0,0
328,Mark Zuckerberg: advertisers' boycott of Facebook will end 'soon enough',0,0,0,0,0,0,0,0,0,0,0
329,Behind the 4.8m jobs that returned: key takeaways from June’s US jobs report,0,0,0,0,0,0,0,0,0,0,0
330,Luton airport to make up to 250 staff redundant,0,0,0,0,0,0,0,0,0,0,0
331,"Bella Italia owner falls into administration, with loss of 1,900 jobs",0,0,0,0,0,0,0,0,0,0,0
332,Boris ‘the Builder’ Johnson has found a new scapegoat: the humble newt,0,0,0,0,0,0,0,0,0,0,0
333,Business live  Markets rally as US unemployment rate falls to 11.1% - as it happened,0,1,1,1,0,1,1,1,1,0,0
334,Tobacco firm funded attack on council quit-smoking services,0,0,0,0,0,0,0,0,0,0,0
335,"$10bn of precious metals dumped each year in electronic waste, says UN",0,0,0,0,0,0,0,0,0,0,0
336,Revealed: raw sewage poured into Olympic Park wildlife haven,0,0,0,0,0,0,0,0,0,0,0
337,UK gives go-ahead to giant windfarm project off Norfolk coast,0,0,0,0,0,0,0,0,0,0,0
338,US employers take back 4.8m workers as coronavirus threatens economic recovery,0,0,0,0,0,0,0,0,0,0,0
339,Jordan bans smoking and vaping in indoor public spaces,0,0,0,0,0,0,0,0,0,0,0
340,UK government development bank to end fossil fuel financing,0,1,1,1,0,1,1,1,1,0,0
341,"Project Syndicate economists  


  Invest in the green economy and we'll recover from the Covid-19 crisis",0,0,0,0,0,0,0,0,0,0,0
342,Primark loses £800m in Covid-19 lockdowns,0,0,0,0,0,0,0,0,0,0,0
343,"UK should prioritise green projects to kickstart economy, says IMF",0,0,0,0,0,0,0,0,0,0,0
344,"Fears grow for UK high street as more than 6,000 retail jobs cut in a day",1,0,1,1,1,0,0,0,1,1,0
345,"Nils Pratley on finance  


  As the Hong Kong security law comes into force, HSBC's silence is deafening",0,1,1,1,0,1,1,1,1,0,0
346,Pressure mounts on UK government to release list of 'air bridges',0,0,0,0,0,0,0,0,0,0,0
347,Richard Branson to pump £200m into Virgin Atlantic as part of rescue package,0,0,0,0,0,0,0,0,0,0,0
348,Tesla becomes world's most valuable carmaker without making a profit,0,0,0,0,0,0,0,0,0,0,0
349,Accenture to cut up to 900 UK jobs as pandemic hits demand,0,0,0,0,0,0,0,0,0,0,0
350,UK retail landlords squeezed as stores hit by Covid-19 crisis,1,0,1,1,1,0,0,0,1,1,0
351,Ministers urged to limit Facebook and Google's power over ad market,0,1,1,1,0,1,1,1,1,1,0
352,"Business live  UK house prices fall as Covid-19 job losses surge, but US employment rises - as it happened",0,0,0,0,0,0,0,0,0,0,0
353,England's privatised water firms paid £57bn in dividends since 1991,1,1,0,0,0,0,0,1,0,1,0
354,One man's fight to get bathing water status for a stretch of river near Bath,1,1,0,0,0,0,0,1,0,1,0
355,England's sewerage: what the water companies have to say,1,1,0,0,0,0,0,1,0,1,0
356,Ryanair pilots agree to 20% pay cut in attempt to limit job losses,0,0,0,0,0,0,0,0,0,0,0
357,Tony Pidgley obituary,0,0,0,0,0,0,0,0,0,0,0
358,Banking watchdog drops threat of inquiry into overdraft charges,0,1,1,1,0,1,1,1,1,0,0
359,Sainsbury's reports rise in grocery sales and surge in online orders,0,0,0,0,0,0,0,0,0,0,0
360,France bans Dutch bike TV ad for creating 'climate of fear' about cars,0,0,0,0,0,0,0,0,0,0,0
361,UK annual house prices fall for first time since 2012,0,0,0,0,0,0,0,0,0,0,0
362,"Upper Crust and Caffè Ritazza owner to cut 5,000 UK jobs",0,0,0,0,0,0,0,0,0,0,0
363,US shale gas giant brought down by big debts and oil slump,1,1,0,1,0,1,0,1,1,1,0
364,Tesla shareholders urged to oust Elon Musk over $55bn pay deal,0,0,0,0,0,0,0,0,0,0,0
365,"Nils Pratley on finance  


  The future may be V-shaped, but it would be rash to count on it",0,1,1,1,0,1,1,1,1,0,0
366,"'Gravest crisis' as Airbus plans to cut 15,000 jobs, 1,700 in UK",0,0,0,0,0,0,0,0,0,0,0
367,"The politics sketch  


  Boris Johnson returns to his happy place: upbeat, vague and incoherent",0,0,0,0,0,0,0,0,0,0,0
368,Business live  FTSE 100 posts best quarter since 2010 amid Covid-19 recovery hopes - as it happened,0,0,0,0,0,0,0,0,0,0,0
369,'New deal' risks fuelling emissions and eroding building standards,0,0,0,0,0,0,0,0,0,0,0
370,Politics live with Andrew Sparrow  UK coronavirus death toll rises by 155; employers in Leicester lockdown can re-furlough staff – as it happened,0,0,0,0,0,0,0,0,0,0,0
371,"Psychic energy in, newt counters out: Boris Johnson’s magic economic potion",0,1,0,1,0,1,0,0,1,1,0
372,EU bans Pakistan national airline flights over pilot exam cheats,0,0,0,0,0,0,0,0,0,0,0
373,Harveys and TM Lewin fall into administration with loss of 800 jobs,0,0,0,0,0,0,0,0,0,0,0
374,Boris Johnson's 'loose change' is hardly Roosevelt's New Deal,0,0,0,0,0,0,0,0,0,0,0
375,Britain and Brussels turn on each other for prolonging City's uncertainty,0,0,0,0,0,0,0,0,0,0,0
376,EasyJet plans to cut 727 pilot jobs and close three UK bases,0,0,0,0,0,0,0,0,0,0,0
377,"UK on course for a V-shaped recovery, says Bank of England",0,1,1,1,0,1,1,1,1,0,0
378,Boris Johnson's 'new deal' speech: what is missing?,0,0,0,0,0,0,0,0,0,0,0
379,How does Boris Johnson's 'new deal' compare with Franklin D Roosevelt's?,0,0,0,0,0,0,0,0,0,0,0
380,"Stand aside, everyone: the Conservative cowboy builders are back on the job",0,0,0,0,0,0,0,0,0,0,0
381,Shell to cut £18bn from value of assets amid coronavirus crisis,0,0,0,0,0,0,0,0,0,0,0
382,Seat of the problem: why does Christopher Nolan hate chairs?,0,0,0,0,0,0,0,0,0,0,0
383,Boris Johnson refuses to rule out tax rises to fund recovery plans,0,0,0,0,0,0,0,0,0,0,0
384,"Progress on gender equality at risk from Covid-19 jobs crisis, says ILO",0,0,0,0,0,0,0,0,0,0,0
385,Redrow shifts its housebuilding focus away from London,0,0,0,0,0,0,0,0,0,0,0
386,Comic Relief's Richard Curtis backs ethical pension campaign,0,0,0,0,0,0,0,0,0,0,0
387,Cinema giants delay reopening in UK and US as movie releases stall,0,0,0,0,0,0,0,0,0,0,0
388,Central banks ‘could face political pressure to allow high inflation’,0,1,1,1,0,1,1,1,1,0,0
389,Sunak expands £500m fund for UK startups hit by coronavirus,0,0,0,0,0,0,0,0,0,0,0
390,Is it ethical for businesses to raise prices amid Covid-19? Of course it is,0,0,0,0,0,0,0,0,0,0,0
391,Wirecard UK unlocks customers' cash after FCA freeze,0,0,0,0,0,0,0,0,0,0,0
392,UK economy hit by sharpest fall in 41 years amid Covid-19 crisis,0,0,0,0,0,0,0,0,0,0,0
393,AGL says it will link bosses’ bonuses to lowering emissions,0,0,0,0,0,0,0,0,0,0,0
394,Consumer champions  Ikea left me in bits with a half-finished kitchen,1,0,1,1,1,0,0,0,1,1,0
395,The age of extinction  How do you deal with 9m tonnes of suffocating seaweed?,0,0,0,0,0,0,0,0,0,0,0
396,Diabetes UK calls for extended home working for people in Covid-19 risk groups,0,0,0,0,0,0,0,0,0,0,0
397,"Coronavirus slump could delay building of 300,000 homes",0,0,0,0,0,0,0,0,0,0,0
398,Lib Dem MP Layla Moran targets rise in BAME board directors,0,0,0,0,0,0,0,0,0,0,0
399,"Nils Pratley on finance  


  Has CMA been put back in its box after Tyrie's exit? That's how it looks",0,1,1,1,0,1,1,1,1,0,0
400,"UK ministers send mixed messages over climate commitments, says fund manager",0,0,0,0,0,0,0,0,0,0,0
401,America's coalminers call for urgent help amid Covid-19 and industry decline,0,0,0,0,0,0,0,0,0,0,0
402,Watchdogs warn pharmacies not to hike price of face masks,0,0,0,0,0,0,0,1,0,1,1
403,Chesapeake bankruptcy seen as turning point for oil industry,0,1,1,1,0,1,1,1,1,1,0
404,BP sells petrochemical business to Ineos for $5bn,1,1,1,0,0,1,1,0,1,0,0
405,"US consumer watchdog chief can be fired by president, supreme court rules",1,0,1,1,1,0,0,0,1,1,0
406,Business live  UK mortgage approvals slump as Covid-19 hits housing market - as it happened,1,1,1,1,1,1,1,1,1,0,1
407,Wirecard asset freeze leaves vulnerable people without cash,0,0,0,0,0,0,0,0,0,0,0
408,Byron to go into administration in attempt to sell parts of burger chain,0,0,0,0,0,0,0,0,0,0,0
409,Musical instrument firms Roland and Korg fined £5.5m over UK price fixing,0,0,0,0,0,0,0,0,0,0,0
410,UK home loans fall 90% since start of Covid-19 crisis,0,0,0,0,0,0,0,0,0,0,0
411,Inside the Guardian  Orwell prize nominee Aditya Chakrabortty: 'Don't do what everyone else is doing',0,0,0,0,0,0,0,0,0,0,0
412,Boeing begins 737 Max test flights after green light from regulators,0,0,0,0,0,0,0,0,0,0,0
413,"After coronavirus, cinema may never be the same again",0,0,0,0,0,0,0,0,0,0,0
414,"Match Covid-19 economic stimulus with climate fight ambition, urge MPs",0,0,0,0,0,0,0,0,0,0,0
415,"Abandon 'levelling up' agenda at your peril, PM warned",0,0,0,0,0,0,0,0,0,0,0
416,"Make Covid-19 support for vulnerable energy customers permanent, Ofgem tells suppliers",0,1,0,1,0,1,0,0,1,1,0
417,Red alert issued over Landsec executive's bumper pension package,0,0,0,0,0,0,0,0,0,0,0
418,The Pacific project  Quarter of businesses in Pacific fear they will not survive Covid-19 pandemic,0,0,0,0,0,0,0,0,0,0,0
419,"Chesapeake Energy, fracking pioneer, files for bankruptcy owing $9bn",0,1,1,1,0,1,1,1,1,1,0
420,UK needs 'biggest-ever peacetime job creation plan' to stop mass unemployment,0,0,0,0,0,0,0,0,0,0,0
421,Foreign travel boost as UK gives green light to overseas trips,0,0,0,0,0,0,0,0,0,0,0
422,Hydrogen fuel bubbles up the agenda as investments rocket,0,1,1,1,0,1,1,1,1,0,0
423,Revealed: Developers PM backed when London mayor give almost £1m to Tories,0,0,0,0,0,0,0,0,0,0,0
424,UK cinemas set for worst year since 1996 due to coronavirus,0,0,0,0,0,0,0,0,0,0,0
425,Virgin Atlantic seeks urgent rescue package worth up to £900m,0,0,0,0,0,0,0,0,0,0,0
426,"Back us or risk losing half UK's public leisure centres, industry warns",1,0,1,1,1,0,0,0,1,1,0
427,Is plaster the new toilet roll? Lockdown DIY binge stretches UK supplies,0,1,0,1,0,1,0,0,1,1,0
428,"Economics viewpoint  


  Lockdown or not, a second wave of Covid-19 will badly damage the UK economy",0,0,0,0,0,0,0,0,0,0,0
429,Government and watchdog ‘are totally failing problem gamblers’,0,0,0,0,0,0,0,0,0,0,0
430,‘A travesty’: North Carolina faces calls to continue reopening even as Covid-19 cases surge,0,0,0,0,0,0,0,0,0,0,0
431,‘I’ve not been to the city centre for months’: UK suburbs thrive as office staff stay home,0,0,0,0,0,0,0,0,0,0,0
432,'We've had to rein in our spending': how coronavirus has hit household incomes,1,0,0,0,0,0,0,1,1,0,0
433,"William Keegan's in my view  


  Rishi Sunak is a reluctant Keynesian. But he has no choice",0,0,0,0,0,0,0,0,0,0,0
434,"Hidden gems from the world of research  


  Economic recovery hinges on when – and if – we find a vaccine",0,0,0,0,0,0,0,0,0,0,0
435,"Business leader  


  The low-paid need Britain to reopen. But this outbreak isn’t over",0,0,0,0,0,0,0,0,0,0,0
436,"Observer business agenda  Sales are soaring, but Sainsbury’s new boss is expecting a bumpy ride",0,0,0,0,0,0,0,0,0,0,0
437,We are in desperate need of a recovery plan. But the Treasury has gone missing,0,0,0,0,0,0,0,0,0,0,0
438,Robert Jenrick admits Israeli billionaire he had meeting with is family friend,0,0,0,0,0,0,0,0,0,0,0
439,Why the home-working boom could tumble London's skyscrapers,0,0,0,0,0,0,0,0,0,0,0
440,What does England's lockdown easing mean for office workers?,0,0,0,0,0,0,0,0,0,0,0
441,L'Oréal to remove words like 'whitening' from skincare products,0,0,0,0,0,0,0,0,0,0,0
442,Covid-19 survivors could lose health insurance if Trump wins bid to repeal Obamacare,0,0,0,0,0,0,0,1,0,1,1
443,What next for the UK's deserted public transport network?,0,0,0,0,0,0,0,0,0,0,0
444,Race and money  Why corporate America makes an unconvincing ally against racism,0,0,0,0,0,0,0,0,0,0,0
445,Back to work: English businesses gear up for life after lockdown,0,0,0,0,0,0,0,0,0,0,0
446,Facebook policy changes fail to quell advertiser revolt as Coca-Cola pulls ads,0,0,0,0,0,0,0,0,0,0,0
447,Post Office resumes selling travel currency as UK lockdown eases,0,0,0,0,0,0,0,0,0,0,0
448,Can Kanye West save the Gap?,0,0,0,0,0,0,0,0,0,0,0
449,Shopping centre owner Intu collapses into administration,0,0,0,0,0,0,0,0,0,0,0
450,Three more Midlands meat factory workers test positive for coronavirus,0,0,0,0,0,0,0,0,0,0,0
451,M&S and Next compete for UK arm of Victoria's Secret,0,0,0,0,0,0,0,0,0,0,0
452,No going back to normal after the pandemic? Don't bet on it,0,0,0,0,0,0,0,0,0,0,0
453,Aston Martin raises £207m in equity and debt after sales slump,0,0,0,0,0,0,0,0,0,0,0
454,"HSBC resumes plan to cut 35,000 jobs worldwide",0,0,0,0,0,0,0,0,0,0,0
455,Tesco hit by shareholder revolt over executive pay,0,0,0,0,0,0,0,0,0,0,0
456,Business live  US stocks fall as investors fret over rising Covid-19 cases - as it happened,0,0,0,0,0,0,0,0,0,0,0
457,From wrecked cars to catwalk: the fashion hothouse born in a row of lock-ups,0,0,0,0,0,0,0,0,0,0,0
458,Verizon pulls ads from Facebook over inaction on hate speech,0,0,0,0,0,0,0,0,0,0,0
459,Wirecard UK ordered to freeze customer funds by finance regulator,0,1,1,1,0,1,1,1,1,0,0
460,Bike boom: UK sales up 60% in April as Covid-19 changes lifestyles,0,0,0,0,0,0,0,0,0,0,0
461,Yorkshire building society relaunches 90% mortgages for first-time buyers,0,0,0,0,0,0,0,0,0,0,0
462,"Staycation holiday scams soar, banking trade body warns",0,1,1,1,0,1,1,1,1,0,0
